size,difficulty,seed,solver,solved,timed_out,nodes,conflicts,backtracks,propagations,time_ms,best_cost
14,medium,1,hc,0,1,268470,6392,6392,0,10000.82,4
14,medium,1,sa,1,0,29095,25783,2,0,944.37,0
14,medium,2,bt,1,0,3491,1732,1759,0,823.2,
14,medium,2,fc,1,0,106,40,40,239,3.43,
14,medium,2,full,1,0,11,0,0,149,2.3,
14,medium,2,hc,0,1,243300,5374,5374,0,10000.66,7
14,medium,2,sa,1,0,194543,174137,17,0,6724.65,0
14,medium,3,bt,1,0,18770,9372,9398,0,4496.9,
14,medium,3,fc,1,0,47,11,11,179,2.2,
14,medium,3,full,1,0,17,0,0,143,2.56,
14,medium,3,hc,0,1,251610,7300,7300,0,10000.96,4
14,medium,3,sa,1,0,129979,116298,11,0,4309.47,0
14,medium,4,bt,1,0,721,347,374,0,148.43,
14,medium,4,fc,1,0,2347,1161,1161,5118,48.53,
14,medium,4,full,1,0,13,1,1,159,2.97,
14,medium,4,hc,0,1,260220,5679,5679,0,10000.04,7
14,medium,4,sa,0,1,272798,243330,24,0,10000.01,1
14,hard,0,bt,0,1,47416,23699,23718,0,10000.11,
14,hard,0,fc,1,0,40,8,8,169,2.06,
14,hard,0,full,1,0,20,0,0,152,2.95,
14,hard,0,hc,0,1,239190,6698,6698,0,10000.63,2
14,hard,0,sa,1,0,7781,6611,0,0,272.44,0
14,hard,1,bt,0,1,49940,24964,24977,0,10000.52,
14,hard,1,fc,1,0,36,9,9,191,1.9,
14,hard,1,full,1,0,18,0,0,154,4.93,
14,hard,1,hc,0,1,262500,7206,7206,0,10001.59,2
14,hard,1,sa,1,0,7859,6713,0,0,247.96,0
14,hard,2,bt,1,0,987,482,505,0,161.54,
14,hard,2,fc,1,0,35,6,6,169,1.42,
14,hard,2,full,1,0,21,0,0,151,6.14,
14,hard,2,hc,0,1,243510,7345,7345,0,10000.65,3
14,hard,2,sa,1,0,28062,24510,2,0,990.87,0
14,hard,3,bt,1,0,702,341,361,0,194.18,
14,hard,3,fc,1,0,36,7,7,170,1.75,
14,hard,3,full,1,0,22,0,0,150,3.47,
14,hard,3,hc,1,0,128190,4099,4099,0,4936.74,0
14,hard,3,sa,1,0,18377,16090,1,0,566.64,0
14,hard,4,bt,1,0,319,147,172,0,62.04,
14,hard,4,fc,1,0,33,3,3,154,2.33,
14,hard,4,full,1,0,26,0,0,146,3.9,
14,hard,4,hc,1,0,22050,724,724,0,804.47,0
14,hard,4,sa,1,0,3812,2747,0,0,123.49,0
18,easy,0,bt,1,0,9356,4649,4707,0,3739.7,
18,easy,0,fc,1,0,136,39,39,360,6.51,
18,easy,0,full,1,0,8,2,2,250,1.97,
18,easy,0,hc,0,1,128340,1823,1823,0,10002.48,31
18,easy,0,sa,0,1,161864,143197,14,0,10000.01,5
18,easy,1,bt,1,0,27773,13858,13915,0,8261.14,
18,easy,1,fc,1,0,2811,1377,1377,5137,97.53,
18,easy,1,full,1,0,2,0,0,240,2.4,
18,easy,1,hc,0,1,152640,1269,1269,0,10000.11,27
18,easy,1,sa,0,1,158920,141565,14,0,10000.01,2
18,easy,2,bt,0,1,31768,15880,15888,0,10000.23,
18,easy,2,fc,1,0,2485,1218,1218,4270,79.85,
18,easy,2,full,1,0,11,3,3,326,3.87,
18,easy,2,hc,0,1,155490,1658,1658,0,10000.89,32
18,easy,2,sa,0,1,167564,148852,15,0,10000.04,5
18,easy,3,bt,0,1,25151,12560,12591,0,10000.07,
18,easy,3,fc,1,0,72,12,12,223,6.8,
18,easy,3,full,1,0,7,0,0,235,2.2,
18,easy,3,hc,0,1,154620,1707,1707,0,10001.47,31
18,easy,3,sa,0,1,167726,149635,15,0,10000.01,4
18,easy,4,bt,0,1,24520,12247,12273,0,10000.16,
18,easy,4,fc,1,0,131,41,41,304,8.4,
18,easy,4,full,1,0,8,1,1,258,2.13,
18,easy,4,hc,0,1,155610,2296,2296,0,10000.62,26
18,easy,4,sa,0,1,169237,152143,15,0,10000.02,3
18,medium,0,bt,1,0,1741,847,894,0,653.52,
18,medium,0,fc,1,0,703,328,328,1335,27.54,
18,medium,0,full,1,0,27,1,1,253,6.25,
18,medium,0,hc,0,1,159270,3170,3170,0,10000.72,13
18,medium,0,sa,0,1,189554,168434,17,0,10000.0,1
18,medium,1,bt,0,1,44102,22044,22058,0,10000.05,
18,medium,1,fc,1,0,156,55,55,420,6.11,
18,medium,1,full,1,0,19,2,2,282,4.31,
18,medium,1,hc,0,1,162510,3100,3100,0,10001.21,17
18,medium,1,sa,0,1,193046,172885,17,0,10000.0,1
18,medium,2,bt,0,1,34979,17480,17500,0,10000.21,
18,medium,2,fc,1,0,61055,30505,30505,97062,1634.2,
18,medium,2,full,1,0,35,8,8,472,8.1,
18,medium,2,hc,0,1,160140,3185,3185,0,10001.45,19
18,medium,2,sa,0,1,189295,167045,17,0,10000.04,2
18,medium,3,bt,0,1,24257,12116,12141,0,10000.09,
18,medium,3,fc,1,0,2725,1343,1343,5313,118.07,
18,medium,3,full,1,0,20,0,0,246,5.1,
18,medium,3,hc,0,1,162450,3966,3966,0,10000.7,17
18,medium,3,sa,0,1,194468,173529,17,0,10000.03,2
18,medium,4,bt,0,1,30103,15041,15062,0,10000.07,
18,medium,4,fc,1,0,24343,12151,12151,39107,791.57,
18,medium,4,full,1,0,26,3,3,318,7.2,
18,medium,4,hc,0,1,159240,4600,4600,0,10000.48,12
18,medium,4,sa,0,1,193625,172172,17,0,10000.01,1
18,hard,0,bt,1,0,7784,3873,3911,0,2763.42,
18,hard,0,fc,1,0,93,28,28,383,6.63,
18,hard,0,full,1,0,31,1,1,291,9.1,
18,hard,0,hc,0,1,169560,3778,3778,0,10001.76,7
18,hard,0,sa,1,0,163721,147172,14,0,7897.83,0
18,hard,1,bt,1,0,1684,824,860,0,350.14,
18,hard,1,fc,1,0,53,7,7,262,3.35,
18,hard,1,full,1,0,32,0,0,252,6.95,
18,hard,1,hc,0,1,170130,5096,5096,0,10000.02,6
18,hard,1,sa,1,0,40634,36197,3,0,1862.16,0
18,hard,2,bt,1,0,566,266,300,0,158.82,
18,hard,2,fc,1,0,74,18,18,296,14.0,
18,hard,2,full,1,0,39,0,0,245,14.07,
18,hard,2,hc,0,1,173010,4610,4610,0,10000.69,3
18,hard,2,sa,1,0,17763,15696,1,0,828.98,0
18,hard,3,bt,0,1,30094,15034,15061,0,10000.08,
18,hard,3,fc,1,0,115374,57668,57668,390004,6237.33,
18,hard,3,full,1,0,32,2,2,266,12.6,
18,hard,3,hc,0,1,166620,5264,5264,0,10002.1,6
18,hard,3,sa,1,0,65038,58480,5,0,3005.67,0
18,hard,4,bt,0,1,25454,12719,12735,0,10000.06,
18,hard,4,fc,1,0,49,8,8,292,4.8,
18,hard,4,full,1,0,25,0,0,259,7.39,
18,hard,4,hc,0,1,175110,5348,5348,0,10001.47,2
18,hard,4,sa,1,0,5198,4214,0,0,244.88,0
25,easy,0,bt,0,1,12446,6217,6229,0,10002.9,
25,easy,0,fc,1,0,29955,14931,14931,51645,1772.72,
25,easy,0,full,1,0,14,3,3,477,5.93,
25,easy,0,hc,0,1,74280,608,608,0,10000.05,78
25,easy,0,sa,0,1,84563,74910,7,0,10000.07,17
25,easy,1,bt,0,1,10506,5232,5275,0,10000.07,
25,easy,1,fc,1,0,235,71,71,574,28.43,
25,easy,1,full,1,0,21,1,1,459,8.04,
25,easy,1,hc,0,1,68790,855,855,0,10001.1,77
25,easy,1,sa,0,1,85489,75248,7,0,10000.1,17
25,easy,2,bt,0,1,21293,10635,10658,0,10000.35,
25,easy,2,fc,1,0,1297,598,598,2389,80.1,
25,easy,2,full,1,0,7,0,0,462,3.31,
25,easy,2,hc,0,1,73620,659,659,0,10000.61,83
25,easy,2,sa,0,1,83190,72879,7,0,10000.01,22
25,easy,3,bt,1,0,16819,8364,8455,0,8437.62,
25,easy,3,fc,1,0,11673,5791,5791,29484,662.76,
25,easy,3,full,1,0,31,9,9,717,12.61,
25,easy,3,hc,0,1,74100,744,744,0,10000.01,69
25,easy,3,sa,0,1,84350,74235,7,0,10000.1,13
25,easy,4,bt,0,1,6831,3400,3431,0,10002.14,
25,easy,4,fc,1,0,3836,1871,1871,7837,242.52,
25,easy,4,full,1,0,22,5,5,537,8.08,
25,easy,4,hc,0,1,74160,723,723,0,10001.19,67
25,easy,4,sa,0,1,83085,73655,7,0,10000.11,15
25,medium,0,bt,0,1,24927,12459,12469,0,10000.0,
25,medium,0,fc,0,1,105020,52483,52538,224325,10000.35,
25,medium,0,full,1,0,41,2,2,579,19.6,
25,medium,0,hc,0,1,73200,1277,1277,0,10002.7,44
25,medium,0,sa,0,1,94758,83914,8,0,10000.01,12
25,medium,1,bt,0,1,31668,15828,15841,0,10000.13,
25,medium,1,fc,0,1,123864,61912,61953,295343,10000.08,
25,medium,1,full,1,0,47,1,1,507,18.71,
25,medium,1,hc,0,1,69870,1555,1555,0,10004.24,35
25,medium,1,sa,0,1,99033,87796,8,0,10000.07,8
25,medium,2,bt,0,1,28648,14318,14331,0,10000.25,
25,medium,2,fc,1,0,220,71,71,860,18.21,
25,medium,2,full,1,0,41,1,1,478,17.24,
25,medium,2,hc,0,1,73410,1534,1534,0,10000.81,41
25,medium,2,sa,0,1,100587,89053,9,0,10000.1,8
25,medium,3,bt,0,1,20645,10302,10343,0,10000.08,
25,medium,3,fc,1,0,77071,38496,38496,192541,5502.36,
25,medium,3,full,1,0,33,2,2,513,16.91,
25,medium,3,hc,0,1,76440,1233,1233,0,10000.76,39
25,medium,3,sa,0,1,95508,84631,8,0,10000.09,12
25,medium,4,bt,0,1,24256,12116,12141,0,10000.28,
25,medium,4,fc,0,1,103782,51863,51920,150992,10000.2,
25,medium,4,full,1,0,272,121,121,2428,55.38,
25,medium,4,hc,0,1,76380,1444,1444,0,10003.88,39
25,medium,4,sa,0,1,100224,88669,9,0,10000.09,8
25,hard,0,bt,0,1,26927,13450,13477,0,10000.39,
25,hard,0,fc,1,0,119,25,25,542,17.93,
25,hard,0,full,1,0,59,0,0,490,31.4,
25,hard,0,hc,0,1,74100,1950,1950,0,10002.14,16
25,hard,0,sa,0,1,102534,91013,9,0,10000.04,4
25,hard,1,bt,0,1,19215,9588,9628,0,10000.03,
25,hard,1,fc,0,1,97649,48815,48835,323651,10000.1,
25,hard,1,full,1,0,61,0,0,488,31.51,
25,hard,1,hc,0,1,75630,2189,2189,0,10003.48,12
25,hard,1,sa,0,1,105754,94121,9,0,10000.01,3
25,hard,2,bt,0,1,13031,6496,6536,0,10000.39,
25,hard,2,fc,1,0,121,28,28,575,15.14,
25,hard,2,full,1,0,61,0,0,488,37.15,
25,hard,2,hc,0,1,72270,2049,2049,0,10000.74,19
25,hard,2,sa,0,1,100788,89499,9,0,10000.02,6
25,hard,3,bt,0,1,19980,9965,10016,0,10000.13,
25,hard,3,fc,0,1,101240,50609,50632,343691,10000.4,
25,hard,3,full,1,0,54,1,1,519,31.02,
25,hard,3,hc,0,1,73650,2087,2087,0,10002.53,13
25,hard,3,sa,0,1,102670,91572,9,0,10000.04,4
25,hard,4,bt,0,1,37747,18867,18881,0,10000.11,
25,hard,4,fc,1,0,145,40,40,634,21.88,
25,hard,4,full,1,0,56,0,0,493,43.76,
25,hard,4,hc,0,1,73740,2252,2252,0,10000.65,13
25,hard,4,sa,0,1,109321,97732,9,0,10000.06,4
